timestamp,high,high_forecast
2021-10-18,62695.78,
2021-10-19,64486.0,
2021-10-20,67000.0,
2021-10-21,66639.74,
2021-10-22,63732.39,
2021-10-23,61747.64,
2021-10-24,61500.0,
2021-10-25,63710.63,
2021-10-26,63293.48,
2021-10-27,61496.0,
2021-10-28,62499.0,
2021-10-29,62980.0,
2021-10-30,62359.25,
2021-10-31,62405.3,
2021-11-01,62437.74,
2021-11-02,64270.0,
2021-11-03,63500.0,
2021-11-04,63086.31,
2021-11-05,62595.72,
2021-11-06,61560.49,
2021-11-07,63286.35,
2021-11-08,67789.0,
2021-11-09,68524.25,
2021-11-10,69000.0,
2021-11-11,65600.07,
2021-11-12,65450.7,
2021-11-13,65000.0,
2021-11-14,65550.51,
2021-11-15,66401.82,
2021-11-16,63617.31,
2021-11-17,60840.23,
2021-11-18,60976.0,
2021-11-19,58320.0,
2021-11-20,59845.0,
2021-11-21,60029.76,
2021-11-22,59444.0,
2021-11-23,58009.99,
2021-11-24,57735.0,
2021-11-25,59398.9,
2021-11-26,59150.0,
2021-11-27,55280.0,
2021-11-28,57445.05,
2021-11-29,58865.97,
2021-11-30,59176.99,
2021-12-01,59053.55,
2021-12-02,57375.47,
2021-12-03,57600.0,
2021-12-04,53859.1,
2021-12-05,49699.05,
2021-12-06,50891.11,
2021-12-07,51936.33,
2021-12-08,51200.0,
2021-12-09,50797.76,
2021-12-10,50125.0,
2021-12-11,49485.71,
2021-12-12,50777.0,
2021-12-13,50189.97,
2021-12-14,48700.41,
2021-12-15,49500.0,
2021-12-16,49436.43,
2021-12-17,47995.96,
2021-12-18,47392.37,
2021-12-19,48300.01,
2021-12-20,47537.57,
2021-12-21,49328.96,
2021-12-22,49576.13,
2021-12-23,51375.0,
2021-12-24,51810.0,
2021-12-25,51156.23,
2021-12-26,51280.0,
2021-12-27,52088.0,
2021-12-28,50704.05,
2021-12-29,48139.08,
2021-12-30,47900.0,
2021-12-31,48548.26,
2022-01-01,47954.63,
2022-01-02,47990.0,
2022-01-03,47570.0,
2022-01-04,47557.54,
2022-01-05,47070.0,
2022-01-06,43816.0,
2022-01-07,43145.83,
2022-01-08,42300.0,
2022-01-09,42786.7,
2022-01-10,42248.5,
2022-01-11,43100.0,
2022-01-12,44322.0,
2022-01-13,44500.0,
2022-01-14,43448.78,
2022-01-15,43800.0,
2022-01-16,43475.0,
2022-01-17,43176.18,
2022-01-18,42691.0,
2022-01-19,42559.13,
2022-01-20,43505.0,
2022-01-21,41100.0,
2022-01-22,36835.22,
2022-01-23,36499.0,
2022-01-24,37550.0,
2022-01-25,37545.14,
2022-01-26,38919.98,
2022-01-27,37234.47,
2022-01-28,38000.0,
2022-01-29,38720.74,
2022-01-30,38359.26,
2022-01-31,38744.0,
2022-02-01,39265.2,
2022-02-02,38855.92,
2022-02-03,37387.0,
2022-02-04,41772.33,
2022-02-05,41913.69,
2022-02-06,42656.0,
2022-02-07,44500.5,
2022-02-08,45492.0,
2022-02-09,44799.0,
2022-02-10,45821.0,
2022-02-11,43920.0,
2022-02-12,43079.49,
2022-02-13,42760.0,
2022-02-14,42842.4,
2022-02-15,44751.4,
2022-02-16,44549.97,
2022-02-17,44164.71,
2022-02-18,40959.88,
2022-02-19,40444.32,
2022-02-20,40125.44,
2022-02-21,39494.35,
2022-02-22,38429.0,
2022-02-23,39249.93,
2022-02-24,39843.0,
2022-02-25,39683.53,
2022-02-26,40348.45,
2022-02-27,39855.7,
2022-02-28,44225.84,
2022-03-01,44949.0,
2022-03-02,45400.0,
2022-03-03,44101.12,
2022-03-04,42527.3,
2022-03-05,39613.24,
2022-03-06,39693.87,
2022-03-07,39547.57,
2022-03-08,39362.08,
2022-03-09,42594.06,
2022-03-10,42039.63,
2022-03-11,40236.26,
2022-03-12,39486.71,
2022-03-13,39310.0,
2022-03-14,39947.12,
2022-03-15,39887.61,
2022-03-16,41718.0,
2022-03-17,41478.82,
2022-03-18,42325.02,
2022-03-19,42400.0,
2022-03-20,42296.26,
2022-03-21,41544.22,
2022-03-22,43361.0,
2022-03-23,43025.96,
2022-03-24,44220.89,
2022-03-25,45094.14,
2022-03-26,44792.99,
2022-03-27,46999.0,
2022-03-28,48189.84,
2022-03-29,48096.47,
2022-03-30,47700.22,
2022-03-31,47600.0,
2022-04-01,46720.09,
2022-04-02,47213.0,
2022-04-03,47444.11,
2022-04-04,46890.71,
2022-04-05,47200.0,
2022-04-06,45507.14,
2022-04-07,43900.99,
2022-04-08,43970.62,
2022-04-09,42800.0,
2022-04-10,43410.3,
2022-04-11,42414.71,
2022-04-12,40699.0,
2022-04-13,41561.31,
2022-04-14,41500.0,
2022-04-15,40870.36,
2022-04-16,40709.35,
2022-04-17,40595.67,
2022-04-18,41116.73,
2022-04-19,41760.0,
2022-04-20,42199.0,
2022-04-21,42976.0,
2022-04-22,40795.06,
2022-04-23,39980.0,
2022-04-24,39940.0,
2022-04-25,40616.0,
2022-04-26,40797.31,
2022-04-27,39474.72,
2022-04-28,40372.63,
2022-04-29,39925.25,
2022-04-30,38795.38,
2022-05-01,38675.0,
2022-05-02,39167.34,
2022-05-03,38651.51,
2022-05-04,40023.77,
2022-05-05,39845.51,
2022-05-06,36675.63,
2022-05-07,36146.3,
2022-05-08,35514.22,
2022-05-09,34243.15,
2022-05-10,32658.99,
2022-05-11,32162.59,
2022-05-12,30243.0,
2022-05-13,31083.37,
2022-05-14,30343.27,
2022-05-15,31460.0,
2022-05-16,31328.9,
2022-05-17,30788.37,
2022-05-18,30709.99,
2022-05-19,30545.18,
2022-05-20,30777.33,
2022-05-21,29656.18,
2022-05-22,30487.99,
2022-05-23,30670.51,
2022-05-24,29845.86,
2022-05-25,30223.74,
2022-05-26,29886.64,
2022-05-27,29397.66,
2022-05-28,29266.0,
2022-05-29,29587.78,
2022-05-30,32222.0,
2022-05-31,32399.0,
2022-06-01,31982.97,
2022-06-02,30689.0,
2022-06-03,30699.0,
2022-06-04,29988.88,
2022-06-05,30189.0,
2022-06-06,31765.64,
2022-06-07,31589.6,
2022-06-08,31327.22,
2022-06-09,30700.0,
2022-06-10,30382.8,
2022-06-11,29440.41,
2022-06-12,28544.96,
2022-06-13,26895.84,
2022-06-14,23362.88,
2022-06-15,22800.0,
2022-06-16,22995.73,
2022-06-17,21365.43,
2022-06-18,20792.06,
2022-06-19,20815.95,
2022-06-20,21090.0,
2022-06-21,21723.0,
2022-06-22,20900.0,
2022-06-23,21233.0,
2022-06-24,21558.41,
2022-06-25,21614.5,
2022-06-26,21888.0,
2022-06-27,21539.85,
2022-06-28,21212.1,
2022-06-29,20432.31,
2022-06-30,20179.08,
2022-07-01,20918.35,
2022-07-02,19467.39,
2022-07-03,19647.63,
2022-07-04,20354.01,
2022-07-05,20750.0,
2022-07-06,20675.22,
2022-07-07,21838.1,
2022-07-08,22527.37,
2022-07-09,21980.0,
2022-07-10,21607.65,
2022-07-11,20868.48,
2022-07-12,20059.42,
2022-07-13,20366.61,
2022-07-14,20900.0,
2022-07-15,21200.0,
2022-07-16,21588.94,
2022-07-17,21684.54,
2022-07-18,22777.63,
2022-07-19,23800.0,
2022-07-20,24276.74,
2022-07-21,23442.77,
2022-07-22,23756.49,
2022-07-23,23000.77,
2022-07-24,23014.64,
2022-07-25,22666.0,
2022-07-26,21347.82,
2022-07-27,23112.63,
2022-07-28,24199.72,
2022-07-29,24442.66,
2022-07-30,24668.0,
2022-07-31,24194.82,
2022-08-01,23509.68,
2022-08-02,23459.89,
2022-08-03,23647.68,
2022-08-04,23223.32,
2022-08-05,23472.86,
2022-08-06,23354.36,
2022-08-07,23402.0,
2022-08-08,24245.0,
2022-08-09,23933.25,
2022-08-10,24226.0,
2022-08-11,24918.54,
2022-08-12,24456.5,
2022-08-13,24888.0,
2022-08-14,25047.56,
2022-08-15,25211.32,
2022-08-16,24247.49,
2022-08-17,24446.71,
2022-08-18,23600.0,
2022-08-19,23208.67,
2022-08-20,21382.85,
2022-08-21,21290.0,
2022-08-22,,21257.4573962682
2022-08-23,,20924.9013600721
